Item Code,Item Group,Default Unit of Measure,Has Variants,Maintain Stock,Is Fixed Asset,Asset Category,Brand,Description,End of Life,Shelf Life In Days,Variant Of,Variant Based On,Safety Stock,Lead Time in days,HSN/SAC,Attribute (Variant Attributes),Attribute Value (Variant Attributes)
ASIAN APEX ULTIMA  K107 NEROLACK,CONSUMABLE,Litre,0,1,0,,NEROLACK,,2026-12-31,365.0,APEX PAINT,Item Attribute,200.0,7,68109900,Brand,NEROLACK
ASIAN APEX ULTIMA  K107 BIRLA,CONSUMABLE,Litre,0,1,0,,BIRLA,,2026-12-31,365.0,APEX PAINT,Item Attribute,200.0,7,68109900,Brand,ASIAN ( BIRLA)
WATER BASE PRIMER BERGER,CONSUMABLE,Litre,0,1,0,,BERGER,,2026-12-31,365.0,,,200.0,7,32089099,,
WATER BASE PRIMER ASIAN,CONSUMABLE,Litre,0,1,0,,ASIAN,,2026-12-31,365.0,,,200.0,7,32089099,,
WATER BASE PRIMER NEROLACK,CONSUMABLE,Litre,0,1,0,,NEROLACK,,2026-12-31,365.0,,,200.0,7,32089099,,
WATER BASE PRIMER BIRLA,CONSUMABLE,Litre,0,1,0,,BIRLA,,2026-12-31,365.0,,,200.0,7,32089099,,
PAINTING BRUSH 25 MM,CONSUMABLE,Nos,0,1,0,,,,,,PAINTING BRUSH,Item Attribute,6.0,7,32089099,Size,25MM
PAINTING BRUSH 50 MM,CONSUMABLE,Nos,0,1,0,,,,,,PAINTING BRUSH,Item Attribute,6.0,7,32089099,Size,50MM
PAINTING BRUSH 75 MM,CONSUMABLE,Nos,0,1,0,,,,,,PAINTING BRUSH,Item Attribute,6.0,7,32089099,Size,75MM
PAINTING BRUSH 100 MM,CONSUMABLE,Nos,0,1,0,,,,,,PAINTING BRUSH,Item Attribute,6.0,7,32089099,Size,100MM
PAINTING ROLLER 25 MM,CONSUMABLE,Nos,0,1,0,,,,,,PAINTING ROLLER,Item Attribute,6.0,7,32089099,Size,25MM
PAINTING ROLLER 50 MM,CONSUMABLE,Nos,0,1,0,,,,,,PAINTING ROLLER,Item Attribute,6.0,7,32089099,Size,50MM
PAINTING ROLLER 75 MM,CONSUMABLE,Nos,0,1,0,,,,,,PAINTING ROLLER,Item Attribute,6.0,7,32089099,Size,75MM
PAINTING ROLLER 100 MM,CONSUMABLE,Nos,0,1,0,,,,,,PAINTING ROLLER,Item Attribute,6.0,7,32089099,Size,100MM
PAINTING ROLLER 150 MM,CONSUMABLE,Nos,0,1,0,,,,,,PAINTING ROLLER,Item Attribute,6.0,7,32089099,Size,150MM
PAINTING ROLLER 225 MM,CONSUMABLE,Nos,0,1,0,,,,,,PAINTING ROLLER,Item Attribute,6.0,7,32089099,Size,225MM
HESSIAN CLOTH,CONSUMABLE,Meter,0,1,0,,,,,,,,200.0,7,68109900,,
GUNNY BAGS,CONSUMABLE,Nos,0,1,0,,,,,,,,100.0,7,68109900,,
SPONGE,CONSUMABLE,Nos,0,1,0,,,,,,,,6.0,7,68109900,,
HAND WASH,CONSUMABLE,Litre,0,1,0,,,,2026-12-31,365.0,,,1.0,7,68109900,,
SEAL TEX BOARD,CONSUMABLE,Nos,0,1,0,,,,,,,,1.0,7,68109900,,
CURING PIPE JOINTER 20 MM,CONSUMABLE,Nos,0,1,0,,,,,,CURING PIPE JOINTER,Item Attribute,24.0,7,68109900,Size,20MM
CURING PIPE JOINTER 25 MM,CONSUMABLE,Nos,0,1,0,,,,,,CURING PIPE JOINTER,Item Attribute,24.0,7,68109900,Size,25MM
TERRACOTTA,CONSUMABLE,Kg,0,1,0,,,,,,,,50.0,7,68109900,,
HYDRAULIC OIL 68 NO,CONSUMABLE,Litre,0,1,0,,,,2028-12-31,1095.0,,,50.0,7,68109900,,
ENGINE OIL 15/40W,CONSUMABLE,Litre,0,1,0,,,,2028-12-31,1095.0,ENGINE OIL,Item Attribute,20.0,7,68109900,Viscosity Grade,15/40W
ENGINE OIL 20/40W,CONSUMABLE,Litre,0,1,0,,,,2028-12-31,1095.0,ENGINE OIL,Item Attribute,20.0,7,68109900,Viscosity Grade,20/40W
GREASE  AP3,CONSUMABLE,Kg,0,1,0,,,,2028-12-31,1095.0,GREASE,Item Attribute,20.0,7,68109900,Grade,AP3
GREASE  EP00,CONSUMABLE,Kg,0,1,0,,,,,,GREASE,Item Attribute,20.0,7,68109900,Grade,EP00
SHUTTERING GREASE,CONSUMABLE,Kg,0,1,0,,,,,,,,200.0,7,68109900,,
SHUTTERING OIL,CONSUMABLE,Litre,0,1,0,,,,,,,,200.0,7,68109900,,
DR FIXIT URP,CONSUMABLE,Litre,0,1,0,,,,2026-12-31,365.0,DR FIXIT,Item Attribute,20.0,7,68109900,Product Type,URP
GEAR OIL 90 NO,CONSUMABLE,Litre,0,1,0,,,,2028-12-31,1095.0,GEAR OIL,Item Attribute,20.0,7,68109900,Viscosity Grade,90 NO
GEAR OIL 320 NO,CONSUMABLE,Litre,0,1,0,,,,2028-12-31,1095.0,GEAR OIL,Item Attribute,20.0,7,68109900,Viscosity Grade,320 NO
GEAR OIL 85W90,CONSUMABLE,Litre,0,1,0,,,,2028-12-31,1095.0,GEAR OIL,Item Attribute,10.0,7,68109900,Viscosity Grade,85W90
GEAR OIL 80W90,CONSUMABLE,Litre,0,1,0,,,,2028-12-31,1095.0,GEAR OIL,Item Attribute,10.0,7,68109900,Viscosity Grade,80W90
ADBLU DEF,CONSUMABLE,Litre,0,1,0,,,,2026-12-31,365.0,,,20.0,7,68109900,,
GI BUCKET 5 LTR,CONSUMABLE,Nos,0,1,0,,,,,,,,3.0,7,68109900,,
GI BUCKET 10 LTR,CONSUMABLE,Nos,0,1,0,,,,,,,,3.0,7,68109900,,
ARALDITE,CONSUMABLE,Kg,0,1,0,,,,2026-12-31,365.0,,,5.0,7,68109900,,
COTTON WEST,CONSUMABLE,Kg,0,1,0,,,,,,,,5.0,7,68109900,,
SCRAPER PATTI,CONSUMABLE,Nos,0,1,0,,,,,,,,6.0,7,68109900,,
SS LAB TROWEL,CONSUMABLE,Nos,0,1,0,,,,,,,,1.0,7,68109900,,
ABRO TAPE 1'',CONSUMABLE,Nos,0,1,0,,,,,,,,50.0,7,68109900,,
GP-2,CONSUMABLE,Bags,0,1,0,,,,2026-06-30,180.0,,,20.0,7,68109900,,
RENDROC PLUG FOSROC,CONSUMABLE,Kg,0,1,0,,FOSROC,,,,,,10.0,7,68109900,,
BROWAN TAPE 2'',CONSUMABLE,Nos,0,1,0,,,,,,,,50.0,7,68109900,,
GREY DUCT TAPE 2'',CONSUMABLE,Nos,0,1,0,,,,,,,,24.0,7,68109900,,
NITO BOND AR,CONSUMABLE,Litre,0,1,0,,,,2026-12-31,365.0,NITO BOND,Item Attribute,20.0,7,68109900,Product Type,AR
NITO BOND SBR LATEX,CONSUMABLE,Litre,0,1,0,,,,2026-12-31,365.0,NITO BOND,Item Attribute,20.0,7,68109900,Product Type,SBR LATEX
NITO BOND EP,CONSUMABLE,Litre,0,1,0,,,,2026-12-31,365.0,NITO BOND,Item Attribute,20.0,7,68109900,Product Type,EP
REBARING CHEMICAL,CONSUMABLE,Kg,0,1,0,,,,2026-06-30,180.0,,,1.0,7,68109900,,
ADMIXTURE,CONSUMABLE,Kg,0,1,0,,,,2026-12-31,365.0,,,500.0,7,68109900,,
EPOXY GRAY,CONSUMABLE,Kg,0,1,0,,,,2026-12-31,365.0,,,10.0,7,39079100,,
"LINTEL 8""X3'",CONSUMABLE,Nos,0,1,0,,,,,,LINTEL,Item Attribute,,7,68109900,Dimensions,"8""X3'"
"LINTEL 4""X6'",CONSUMABLE,Nos,0,1,0,,,,,,LINTEL,Item Attribute,,7,68109900,Dimensions,"4""X6'"
"LINTEL 4""X4'",CONSUMABLE,Nos,0,1,0,,,,,,LINTEL,Item Attribute,,7,68109900,Dimensions,"4""X4'"
"LINTEL 8""X4'",CONSUMABLE,Nos,0,1,0,,,,,,LINTEL,Item Attribute,,7,68109900,Dimensions,"8""X4'"
"LINTEL 3'X6""",CONSUMABLE,Nos,0,1,0,,,,,,LINTEL,Item Attribute,,7,68109900,Dimensions,"3'X6"""
"LINTEL 4'X6""",CONSUMABLE,Nos,0,1,0,,,,,,LINTEL,Item Attribute,,7,68109900,Dimensions,"4'X6"""
"LINTEL 5'X4""",CONSUMABLE,Nos,0,1,0,,,,,,LINTEL,Item Attribute,,7,68109900,Dimensions,"5'X4"""
"LINTEL 5'X6""",CONSUMABLE,Nos,0,1,0,,,,,,LINTEL,Item Attribute,,7,68109900,Dimensions,"5'X6"""
"LINTEL 4'X4""",CONSUMABLE,Nos,0,1,0,,,,,,LINTEL,Item Attribute,,7,68109900,Dimensions,"4'X4"""
"LINTEL 7'X6""",CONSUMABLE,Nos,0,1,0,,,,,,LINTEL,Item Attribute,,7,68109900,Dimensions,"7'X6"""
WATER TANKAR 500 LTR,CONSUMABLE,Nos,0,1,0,,,,,,WATER TANKAR,Item Attribute,1.0,7,68109900,Capacity,500 LTR
WATER TANKAR 1000 LTR,CONSUMABLE,Nos,0,1,0,,,,,,WATER TANKAR,Item Attribute,1.0,7,68109900,Capacity,1000 LTR
WATER TANKAR 2000 LTR,CONSUMABLE,Nos,0,1,0,,,,,,WATER TANKAR,Item Attribute,1.0,7,68109900,Capacity,2000 LTR
WATER TANKAR 3000 LTR,CONSUMABLE,Nos,0,1,0,,,,,,WATER TANKAR,Item Attribute,1.0,7,68109900,Capacity,3000 LTR
WATER TANKAR 5000 LTR,CONSUMABLE,Nos,0,1,0,,,,,,WATER TANKAR,Item Attribute,1.0,7,68109900,Capacity,5000 LTR
WATER TANKAR 10000 LTR,CONSUMABLE,Nos,0,1,0,,,,,,WATER TANKAR,Item Attribute,1.0,7,68109900,Capacity,10000 LTR
BLEACHING POWDER,CONSUMABLE,Kg,0,1,0,,,,2026-06-30,180.0,,,50.0,7,68109900,,
WHITE CAT ACID,CONSUMABLE,Litre,0,1,0,,,,2026-06-30,180.0,ACID,Item Attribute,20.0,7,68109900,Chemical Type,WHITE CAT ACID
JOINTING MORTAR,CONSUMABLE,Bags,0,1,0,,,,2026-06-30,180.0,,,100.0,7,68109900,,
TILE ADHESIVE,CONSUMABLE,Bags,0,1,0,,,,2026-06-30,180.0,,,100.0,15,68109900,,
GYPSUM POWDER,CONSUMABLE,Bags,0,1,0,,,,2026-06-30,180.0,,,300.0,7,68109900,,
KIRLOSKAR CARE SUPER GENUINE OIL,CONSUMABLE,Litre,0,1,0,,,,2027-12-31,730.0,ENGINE OIL,Item Attribute,10.0,7,68109900,Viscosity Grade,KIRLOSKAR CARE SUPER GENUINE OIL
GOOD KNIGHT,CONSUMABLE,Nos,0,1,0,,,,2026-06-30,180.0,,,1.0,7,68109900,,
UMBRELLA,CONSUMABLE,Nos,0,1,0,,,,,,,,1.0,7,68109900,,
COOLANT,CONSUMABLE,Litre,0,1,0,,,,2026-12-31,365.0,,,5.0,7,68109900,,
SEAT COVER FOR TRACTOR,CONSUMABLE,Nos,0,1,0,,,,,,,,,7,68109900,,
HOOD CLOTH FOR TRACTOR,CONSUMABLE,RFT,0,1,0,,,,,,,,,7,68109900,,
PVC DRUM 200LTR,CONSUMABLE,Nos,0,1,0,,,,,,,,2.0,7,68109900,,
AROSAL GAS CAN FOR FOGGING MACHINE,CONSUMABLE,Nos,0,1,0,,,,2026-12-31,365.0,,,5.0,7,68109900,,
SILENT CRACKING CHEMICAL,CONSUMABLE,Bags,0,1,0,,,,2026-06-30,180.0,,,,7,68109900,,
DR.FIXIT CONCRETE JOINT BONDING AGENT,CONSUMABLE,Litre,0,1,0,,,,2026-12-31,365.0,DR FIXIT,Item Attribute,1.0,7,68109900,Product Type,DR.FIXIT CONCRETE JOINT BONDING AGENT
Anabond,CONSUMABLE,Litre,0,1,0,,,,,,,,1.0,7,68109900,,
Battery Water,CONSUMABLE,Litre,0,1,0,,,,2026-06-30,180.0,,,6.0,7,68109900,,
Bond IT 20Ltr,CONSUMABLE,Litre,0,1,0,,,,2026-06-30,180.0,,,10.0,7,90318000,,
Brown paper 80MM,CONSUMABLE,Nos,0,1,0,,,,,,,,,7,68109900,,
RCC PIPE 900MM/NP2/NP3,HARDWARE,Nos,0,1,0,,,,,,RCC PIPE,Item Attribute,,7,73269099,Diameter,900MM
RCC PIPE 600MM/NP2/NP3,HARDWARE,Nos,0,1,0,,,,,,RCC PIPE,Item Attribute,,7,73269099,Diameter,600MM
RCC PIPE 500MM/NP2/NP3,HARDWARE,Nos,0,1,0,,,,,,RCC PIPE,Item Attribute,,7,73269099,Diameter,500MM
RCC PIPE 450MM/NP2/NP3,HARDWARE,Nos,0,1,0,,,,,,RCC PIPE,Item Attribute,,7,73269099,Diameter,450MM
RCC PIPE 300MM,HARDWARE,Nos,0,1,0,,,,,,RCC PIPE,Item Attribute,,7,73269099,Diameter,300MM
RCC PIPE 200MM,HARDWARE,Nos,0,1,0,,,,,,RCC PIPE,Item Attribute,,7,73269099,Diameter,200MM
RCC PIPE 150MM,HARDWARE,Nos,0,1,0,,,,,,RCC PIPE,Item Attribute,,7,73269099,Diameter,150MM
GI CHAIN 08 MM,HARDWARE,Nos,0,1,0,,,,,,GI CHAIN,Item Attribute,6.0,7,73269099,Material Type,GI ( 08 MM)
GI CHAIN 10 MM,HARDWARE,Nos,0,1,0,,,,,,GI CHAIN,Item Attribute,6.0,7,73269099,Material Type,GI ( 10 MM)
GI CHAIN 12 MM,HARDWARE,Nos,0,1,0,,,,,,GI CHAIN,Item Attribute,6.0,7,73269099,Material Type,GI ( 12 MM)
GI CHAIN 16 MM,HARDWARE,Nos,0,1,0,,,,,,GI CHAIN,Item Attribute,6.0,7,73269099,Material Type,GI ( 16 MM)
GI RIDGE CAP 300 MM,HARDWARE,Meter,0,1,0,,,,,,GI RIDGE CAP,Item Attribute,,7,73269099,Material Type,GI (300 MM)
GI RIDGE CAP 450 MM,HARDWARE,Meter,0,1,0,,,,,,GI RIDGE CAP,Item Attribute,,7,73269099,Material Type,GI (450 MM)
GI RIDGE CAP 600 MM,HARDWARE,Meter,0,1,0,,,,,,GI RIDGE CAP,Item Attribute,,7,73269099,Material Type,GI (600 MM)
OUTDOOR RACK METAL,HARDWARE,Nos,0,1,0,,,,,,OUTDOOR RACK,Item Attribute,,7,73269099,Material Type,METAL
OUTDOOR RACK PVC,HARDWARE,Nos,0,1,0,,,,,,OUTDOOR RACK,Item Attribute,,7,73269099,Material Type,PVC
MS BINDING WIRE 16 GUAGE,HARDWARE,Kg,0,1,0,,,,,,BINDING WIRE,Item Attribute,500.0,7,72179090,Material Type,MS ( GUAGE)
MS BINDING WIRE 18 GUAGE,HARDWARE,Kg,0,1,0,,,,,,BINDING WIRE,Item Attribute,500.0,7,72179090,Material Type,MS ( GUAGE)
GI BINDING WIRE 16 GUAGE,HARDWARE,Kg,0,1,0,,,,,,BINDING WIRE,Item Attribute,500.0,7,72179090,Material Type,GI ( GUAGE)
GI BINDING WIRE 18 GUAGE,HARDWARE,Kg,0,1,0,,,,,,BINDING WIRE,Item Attribute,500.0,7,72179090,Material Type,GI ( GUAGE)
"NAILS 2.5""X10",HARDWARE,Kg,0,1,0,,,,,,NAILS,Item Attribute,200.0,7,73269099,Size,"2.5""X10"
"NAILS 3""X10",HARDWARE,Kg,0,1,0,,,,,,NAILS,Item Attribute,200.0,7,73269099,Size,"3""X10"
"NAILS 1.5""X12",HARDWARE,Kg,0,1,0,,,,,,NAILS,Item Attribute,200.0,7,73269099,Size,"1.5""X12"
"NAILS 2""X8",HARDWARE,Kg,0,1,0,,,,,,NAILS,Item Attribute,50.0,7,73269099,Size,"2""X8"
"NAILS 2""X10",HARDWARE,Kg,0,1,0,,,,,,NAILS,Item Attribute,100.0,7,73269099,Size,"2""X10"
"NAILS 4""X10",HARDWARE,Kg,0,1,0,,,,,,NAILS,Item Attribute,100.0,7,73269099,Size,"4""X10"
TARPAULIN 9'X12',HARDWARE,Nos,0,1,0,,,,,,TARPAULIN,Item Attribute,1.0,7,73269099,Dimensions,9'X12'
TARPAULIN 12'X15',HARDWARE,Nos,0,1,0,,,,,,TARPAULIN,Item Attribute,1.0,7,73269099,Dimensions,12'X15'
TARPAULIN 15'X18',HARDWARE,Nos,0,1,0,,,,,,TARPAULIN,Item Attribute,1.0,7,73269099,Dimensions,15'X18'
TARPAULIN 18'X24',HARDWARE,Nos,0,1,0,,,,,,TARPAULIN,Item Attribute,1.0,7,73269099,Dimensions,18'X24'
TARPAULIN 24'X30',HARDWARE,Nos,0,1,0,,,,,,TARPAULIN,Item Attribute,1.0,7,73269099,Dimensions,24'X30'
TARPAULIN 30'X36',HARDWARE,Nos,0,1,0,,,,,,TARPAULIN,Item Attribute,1.0,7,73269099,Dimensions,30'X36'
TARPAULIN 36'X42',HARDWARE,Nos,0,1,0,,,,,,TARPAULIN,Item Attribute,1.0,7,73269099,Dimensions,36'X42'
WOODEN HANDLE FOR SPADE,HARDWARE,Nos,0,1,0,,,,,,WOODEN HANDLE,Item Attribute,24.0,7,73269099,Fits,SPADE
WOODEN HANDLE FOR PICKEX,HARDWARE,Nos,0,1,0,,,,,,WOODEN HANDLE,Item Attribute,6.0,7,73269099,Fits,PICKEX
SELF TAPPING SCREW 22 MM,HARDWARE,Nos,0,1,0,,,,,,SELF TAPPING SCREW,Item Attribute,,7,73269099,Size,22MM
SELF TAPPING SCREW 25 MM,HARDWARE,Nos,0,1,0,,,,,,SELF TAPPING SCREW,Item Attribute,500.0,7,73269099,Size,25MM
SELF TAPPING SCREW 32 MM,HARDWARE,Nos,0,1,0,,,,,,SELF TAPPING SCREW,Item Attribute,,7,73269099,Size,32MM
SELF TAPPING SCREW 38 MM,HARDWARE,Nos,0,1,0,,,,,,SELF TAPPING SCREW,Item Attribute,,7,73269099,Size,38MM
SELF TAPPING SCREW 45 MM,HARDWARE,Nos,0,1,0,,,,,,SELF TAPPING SCREW,Item Attribute,,7,73269099,Size,45MM
SELF TAPPING SCREW 50 MM,HARDWARE,Nos,0,1,0,,,,,,SELF TAPPING SCREW,Item Attribute,,7,73269099,Size,50MM
SELF TAPPING SCREW 55 MM,HARDWARE,Nos,0,1,0,,,,,,SELF TAPPING SCREW,Item Attribute,,7,73269099,Size,55MM
S S SCREW 75X8,HARDWARE,Nos,0,1,0,,,,,,S S SCREW,Item Attribute,,7,73269099,Size,75X8
S S SCREW 75X10,HARDWARE,Nos,0,1,0,,,,,,S S SCREW,Item Attribute,,7,73269099,Size,75X10
S S SCREW 35X8,HARDWARE,Nos,0,1,0,,,,,,S S SCREW,Item Attribute,,7,73269099,Size,35X8
S S SCREW 50X8,HARDWARE,Nos,0,1,0,,,,,,S S SCREW,Item Attribute,,7,73269099,Size,50X8 (W 50X8)
S S SCREW 8X6,HARDWARE,Nos,0,1,0,,,,,,S S SCREW,Item Attribute,,7,73269099,Size,8X6
S S SCREW 25X8,HARDWARE,Nos,0,1,0,,,,,,S S SCREW,Item Attribute,,7,73269099,Size,25X8
S S SCREW 50X6,HARDWARE,Nos,0,1,0,,,,,,S S SCREW,Item Attribute,,7,73269099,Size,50X6
S S SCREW 60X6,HARDWARE,Nos,0,1,0,,,,,,S S SCREW,Item Attribute,,7,73269099,Size,60X6
S S SCREW 75X6,HARDWARE,Nos,0,1,0,,,,,,S S SCREW,Item Attribute,,7,73269099,Size,75X6
S S SCREW 50X8,HARDWARE,Nos,0,1,0,,,,,,S S SCREW,Item Attribute,,7,73269099,Size,50X8 (W 50X8)
S S SCREW 50X10,HARDWARE,Nos,0,1,0,,,,,,S S SCREW,Item Attribute,,7,73269099,Size,50X10
S S SCREW 10X75,HARDWARE,Nos,0,1,0,,,,,,S S SCREW,Item Attribute,,7,73269099,Size,10X75
S S SCREW 10X100,HARDWARE,Nos,0,1,0,,,,,,S S SCREW,Item Attribute,,7,73269099,Size,10X100
S S SCREW 100X8/10,HARDWARE,Nos,0,1,0,,,,,,S S SCREW,Item Attribute,,7,73269099,Size,100X8/10
LINE DORI,HARDWARE,Roll,0,1,0,,,,,,,,24.0,7,73269099,,
KATHA,HARDWARE,Kg,0,1,0,,,,,,,,20.0,7,73269099,,
CUTTING WHEEL 100MM BOSCH,HARDWARE,Nos,0,1,0,,BOSCH,,,,CUTTING WHEEL,Item Attribute,50.0,7,73269099,Size,100MM ( BOSCH)
CUTTING WHEEL 100MM HITACHI,HARDWARE,Nos,0,1,0,,HITACHI,,,,CUTTING WHEEL,Item Attribute,50.0,7,73269099,Size,100MM (ITACHI)
TILES CUTTING WHEEL 100MM,HARDWARE,Nos,0,1,0,,,,,,CUTTING WHEEL,Item Attribute,6.0,15,73269099,Size,100MM ( 100MM)
PLY CUTTING WHEEL 100MM,HARDWARE,Nos,0,1,0,,,,,,CUTTING WHEEL,Item Attribute,6.0,7,73269099,Size,100MM ( 100MM)
HACKSAW FRAME,HARDWARE,Nos,0,1,0,,,,,,,,2.0,7,73269099,,
HACKSAW BLADE,HARDWARE,Nos,0,1,0,,,,,,,,12.0,7,73269099,,
MS TACHA,HARDWARE,Nos,0,1,0,,,,,,,,6.0,7,90318000,,
MS BELCHA,HARDWARE,Nos,0,1,0,,,,,,,,6.0,7,73269099,,
FEVI KWIK 20 GM,HARDWARE,Nos,0,1,0,,,,,,,,1.0,7,73269099,,
CUTTING WHEEL 350MM BOSCH,HARDWARE,Nos,0,1,0,,BOSCH,,,,CUTTING WHEEL,Item Attribute,12.0,7,73269099,Size,350MM ( BOSCH)
CUTTING WHEEL 350MM HITACHI,HARDWARE,Nos,0,1,0,,HITACHI,,,,CUTTING WHEEL,Item Attribute,12.0,7,73269099,Size,350MM (ITACHI)
GI CHICKAN MESH JALI,HARDWARE,Kg,0,1,0,,,,,,CHICKAN MESH,Item Attribute,5.0,7,73269099,Material Type,GI
PVC CHICKAN MESH JALI,HARDWARE,Kg,0,1,0,,,,,,CHICKAN MESH,Item Attribute,5.0,7,73269099,Material Type,PVC
FIBER CHICKAN MESH JALI,HARDWARE,Kg,0,1,0,,,,,,CHICKAN MESH,Item Attribute,5.0,7,73269099,Material Type,FIBER
GI WISHER,HARDWARE,Kg,0,1,0,,,,,,,,2.0,7,73269099,,
PVC GRIP 25X6,HARDWARE,Pkt,0,1,0,,,,,,PVC GRIP,Item Attribute,1.0,7,73269099,Size,25X6
PVC GRIP 25X8,HARDWARE,Pkt,0,1,0,,,,,,PVC GRIP,Item Attribute,1.0,7,73269099,Size,25X8
PVC GRIP 35X6,HARDWARE,Pkt,0,1,0,,,,,,PVC GRIP,Item Attribute,1.0,7,73269099,Size,35X6
PVC GRIP 35X8,HARDWARE,Pkt,0,1,0,,,,,,PVC GRIP,Item Attribute,1.0,7,73269099,Size,35X8
"MS PATRA 2""X2""",HARDWARE,Nos,0,1,0,,,,,,MS PATRA,Item Attribute,6.0,7,73269099,Material Type,"MS ( 2""X2"")"
"MS PATRA 2""X3""",HARDWARE,Nos,0,1,0,,,,,,MS PATRA,Item Attribute,6.0,7,73269099,Material Type,"MS ( 2""X3"")"
"MS PATRA 2""X4""",HARDWARE,Nos,0,1,0,,,,,,MS PATRA,Item Attribute,6.0,7,73269099,Material Type,"MS ( 2""X4"")"
"MS PATRA 4""X4""",HARDWARE,Nos,0,1,0,,,,,,MS PATRA,Item Attribute,6.0,7,73269099,Material Type,"MS ( 4""X4"")"
"MS PATRA 4""X6""",HARDWARE,Nos,0,1,0,,,,,,MS PATRA,Item Attribute,6.0,7,73269099,Material Type,"MS ( 4""X6"")"
"MS PATRA 4""X8""",HARDWARE,Nos,0,1,0,,,,,,MS PATRA,Item Attribute,6.0,7,73269099,Material Type,"MS ( 4""X8"")"
POLISH PAPER 0 NUMBER,HARDWARE,Nos,0,1,0,,,,,,POLISH PAPER,Item Attribute,6.0,7,73269099,Grit,0 NUMBER
POLISH PAPER 50 NUMBER,HARDWARE,Nos,0,1,0,,,,,,POLISH PAPER,Item Attribute,6.0,7,73269099,Grit,50 NUMBER
POLISH PAPER 10 NUMBER,HARDWARE,Nos,0,1,0,,,,,,POLISH PAPER,Item Attribute,6.0,7,73269099,Grit,10 NUMBER
HARD BROOM,HARDWARE,Nos,0,1,0,,,,,,BROOM,Item Attribute,6.0,7,73269099,Type,HARD BROOM
SOFT SINGLE BROOM,HARDWARE,Nos,0,1,0,,,,,,BROOM,Item Attribute,6.0,7,73269099,Type,SOFT SINGLE BROOM
MS ELBOW 20 MM,HARDWARE,Nos,0,1,0,,,,,,MS ELBOW,Item Attribute,,7,73269099,Material Type,MS ( 20 MM)
MS ELBOW 25 MM,HARDWARE,Nos,0,1,0,,,,,,MS ELBOW,Item Attribute,,7,73269099,Material Type,MS ( 25 MM)
MS ELBOW 32 MM,HARDWARE,Nos,0,1,0,,,,,,MS ELBOW,Item Attribute,,7,73269099,Material Type,MS ( 32 MM)
MS ELBOW 40 MM,HARDWARE,Nos,0,1,0,,,,,,MS ELBOW,Item Attribute,,7,73269099,Material Type,MS ( 40 MM)
MS ELBOW 50 MM,HARDWARE,Nos,0,1,0,,,,,,MS ELBOW,Item Attribute,,7,73269099,Material Type,MS ( 50 MM)
ANCHOR FASTENER 8X75 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,8X75MM
ANCHOR FASTENER 8X100 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,8X100MM
ANCHOR FASTENER 8X150 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,8X150MM
ANCHOR FASTENER 10X75 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,10X75MM
ANCHOR FASTENER 10X100 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,10X100MM
ANCHOR FASTENER 10X150 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,10X150MM
ANCHOR FASTENER 12X75 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,12X75MM
ANCHOR FASTENER 12X100 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,12X100MM
ANCHOR FASTENER 12X150 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,12X150MM
ANCHOR FASTENER 16X75 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,16X75MM
ANCHOR FASTENER 16X100 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,16X100MM
ANCHOR FASTENER 16X150 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,16X150MM
ANCHOR FASTENER 18X75 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,18X75MM
ANCHOR FASTENER 18X100 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,18X100MM
ANCHOR FASTENER 18X150 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,18X150MM
ANCHOR FASTENER 20X75 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,20X75MM
ANCHOR FASTENER 20X100 MM,HARDWARE,Nos,0,1,0,,,,,,ANCHOR FASTENER,Item Attribute,25.0,7,73269099,Size,20X100MM
